L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,2.0,0.6180339887498949,0.4487989505128276,0.5592963656621641,0.7629693143227725,1.7583094647153754,2,1.0826367338740543,[0.017597596694446552 0.0 0.0; 0.0 0.0013775292915380252 -0.0010765562488943344; 0.0 -0.0010765562488943257 0.001369375284128167],[-0.017521046193239177 0.0 0.0; 0.0 -0.001367038143031182 0.0010682876161891002; 0.0 0.0010682876161891112 -0.001358933379559548],0.3
